img.path,img.serial,img.view,img.ts,joint.path,joint.ts,abs_dt,joint.0,joint.1,joint.2,joint.3,joint.4,joint.5
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248972.564.jpg,38007749,left,1748248972.564,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.564.json,1748248972.564,0.0,31.05149675123762,-91.48978960396039,120.6694771039604,-119.17859974474,-90.0,121.0558477722772
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248972.564.jpg,38007749,right,1748248972.564,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.564.json,1748248972.564,0.0,31.05149675123762,-91.48978960396039,120.6694771039604,-119.17859974474,-90.0,121.0558477722772
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248972.691.jpg,34850673,right,1748248972.691,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.691.json,1748248972.691,0.0,30.76911548576732,-90.35308535736387,121.0950069616336,-120.7460550742574,-90.00021755105197,120.772161200495
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248972.691.jpg,34850673,left,1748248972.691,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.691.json,1748248972.691,0.0,30.76911548576732,-90.35308535736387,121.0950069616336,-120.7460550742574,-90.00021755105197,120.772161200495
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248972.695.jpg,30779426,right,1748248972.695,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.695.json,1748248972.695,0.0,30.74931834003713,-90.25496983292079,121.1287273746906,-120.882024481745,-90.0,120.7471428295173
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248972.695.jpg,30779426,left,1748248972.695,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.695.json,1748248972.695,0.0,30.74931834003713,-90.25496983292079,121.1287273746906,-120.882024481745,-90.0,120.7471428295173
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248972.700.jpg,38007749,right,1748248972.7,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.700.json,1748248972.7,0.0,30.74213915532178,-90.21929146039604,121.1406926825495,-120.9287979579208,-89.99956489789604,120.738223236386
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248972.700.jpg,38007749,left,1748248972.7,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.700.json,1748248972.7,0.0,30.74213915532178,-90.21929146039604,121.1406926825495,-120.9287979579208,-89.99956489789604,120.738223236386
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248972.823.jpg,34850673,right,1748248972.823,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.823.json,1748248972.823,0.0,30.47672687190594,-89.06648843595298,121.5161857982673,-122.4499149133663,-90.0,120.4769444229579
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248972.823.jpg,34850673,left,1748248972.823,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.823.json,1748248972.823,0.0,30.47672687190594,-89.06648843595298,121.5161857982673,-122.4499149133663,-90.0,120.4769444229579
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248972.834.jpg,30779426,left,1748248972.834,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.834.json,1748248972.834,0.0,30.45257870513613,-88.97207127939356,121.5444674350247,-122.5715259514232,-90.0,120.4554068688118
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248972.834.jpg,30779426,right,1748248972.834,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.834.json,1748248972.834,0.0,30.45257870513613,-88.97207127939356,121.5444674350247,-122.5715259514232,-90.0,120.4554068688118
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248972.838.jpg,38007749,left,1748248972.838,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.838.json,1748248972.838,0.0,30.4386554378094,-88.9155080058787,121.562524172339,-122.649844330136,-90.0,120.442353805693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248972.838.jpg,38007749,right,1748248972.838,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.838.json,1748248972.838,0.0,30.4386554378094,-88.9155080058787,121.562524172339,-122.649844330136,-90.0,120.442353805693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248972.961.jpg,34850673,right,1748248972.961,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.961.json,1748248972.961,0.0,30.17781172648515,-87.7446482441213,121.8984229965965,-124.1518167930074,-89.99956489789604,120.1819451964727
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248972.961.jpg,34850673,left,1748248972.961,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248972.961.json,1748248972.961,0.0,30.17781172648515,-87.7446482441213,121.8984229965965,-124.1518167930074,-89.99956489789604,120.1819451964727
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248972.970.jpg,30779426,left,1748248972.97,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.970.json,1748248972.97,0.0,30.15605662128713,-87.64718537283416,121.924529122834,-124.276908647896,-90.00021755105197,120.1599725402227
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248972.970.jpg,30779426,right,1748248972.97,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248972.970.json,1748248972.97,0.0,30.15605662128713,-87.64718537283416,121.924529122834,-124.276908647896,-90.00021755105197,120.1599725402227
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248972.976.jpg,38007749,right,1748248972.976,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.976.json,1748248972.976,0.0,30.1443088644802,-87.5982363861386,121.9375821859529,-124.3384755956064,-89.99934734684406,120.1490949876237
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248972.976.jpg,38007749,left,1748248972.976,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248972.976.json,1748248972.976,0.0,30.1443088644802,-87.5982363861386,121.9375821859529,-124.3384755956064,-89.99934734684406,120.1490949876237
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.099.jpg,34850673,left,1748248973.099,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.099.json,1748248973.099,0.0,29.8904267868193,-86.34818804146039,122.2369324334777,-125.8961411277846,-90.0,119.8784614789604
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.099.jpg,34850673,right,1748248973.099,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.099.json,1748248973.099,0.0,29.8904267868193,-86.34818804146039,122.2369324334777,-125.8961411277846,-90.0,119.8784614789604
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.110.jpg,30779426,left,1748248973.11,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.110.json,1748248973.11,0.0,29.8760684173886,-86.27748394956683,122.2519434560643,-125.977940323329,-89.99934734684406,119.8645382116336
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.110.jpg,30779426,right,1748248973.11,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.110.json,1748248973.11,0.0,29.8760684173886,-86.27748394956683,122.2519434560643,-125.977940323329,-89.99934734684406,119.8645382116336
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.114.jpg,38007749,right,1748248973.114,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.114.json,1748248973.114,0.0,29.8630153542698,-86.21635210396039,122.265431621287,-126.0506023746906,-90.0,119.8530080058787
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.114.jpg,38007749,left,1748248973.114,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.114.json,1748248973.114,0.0,29.8630153542698,-86.21635210396039,122.265431621287,-126.0506023746906,-90.0,119.8530080058787
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.240.jpg,34850673,left,1748248973.24,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.240.json,1748248973.24,0.0,29.63371654548267,-85.1240282719678,122.485593285891,-127.362870320235,-90.0,119.6365447091584
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.240.jpg,34850673,right,1748248973.24,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.240.json,1748248973.24,0.0,29.63371654548267,-85.1240282719678,122.485593285891,-127.362870320235,-90.0,119.6365447091584
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.247.jpg,30779426,right,1748248973.247,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.247.json,1748248973.247,0.0,29.62871287128713,-85.09487643100248,122.4914671642945,-127.3981135906559,-89.99978244894803,119.6304532797029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.247.jpg,30779426,left,1748248973.247,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.247.json,1748248973.247,0.0,29.62871287128713,-85.09487643100248,122.4914671642945,-127.3981135906559,-89.99978244894803,119.6304532797029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.253.jpg,38007749,left,1748248973.253,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.253.json,1748248973.253,0.0,29.6234916460396,-85.06637724319307,122.496688389542,-127.430093595297,-89.99956489789604,119.6247969523515
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.253.jpg,38007749,right,1748248973.253,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.253.json,1748248973.253,0.0,29.6234916460396,-85.06637724319307,122.496688389542,-127.430093595297,-89.99956489789604,119.6247969523515
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.380.jpg,34850673,left,1748248973.38,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.380.json,1748248973.38,0.0,29.56323000464109,-84.7626759746287,122.550205948329,-127.8058042620668,-90.00021755105197,119.563447555693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.380.jpg,34850673,right,1748248973.38,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.380.json,1748248973.38,0.0,29.56323000464109,-84.7626759746287,122.550205948329,-127.8058042620668,-90.00021755105197,119.563447555693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.385.jpg,30779426,left,1748248973.385,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.385.json,1748248973.385,0.0,29.56344755569307,-84.76441638304455,122.5497708462252,-127.802540996287,-90.00021755105197,119.563665106745
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.385.jpg,30779426,right,1748248973.385,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.385.json,1748248973.385,0.0,29.56344755569307,-84.76441638304455,122.5497708462252,-127.802540996287,-90.00021755105197,119.563665106745
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.390.jpg,38007749,left,1748248973.39,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.390.json,1748248973.39,0.0,29.56366510674505,-84.76615679146039,122.5493357441213,-127.7979724241955,-90.00021755105197,119.563665106745
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.390.jpg,38007749,right,1748248973.39,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.390.json,1748248973.39,0.0,29.56366510674505,-84.76615679146039,122.5493357441213,-127.7979724241955,-90.00021755105197,119.563665106745
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.517.jpg,34850673,right,1748248973.517,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.517.json,1748248973.517,0.0,29.66025777382425,-85.27718421256186,122.462532874381,-127.166856822401,-90.0,119.662433284344
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.517.jpg,34850673,left,1748248973.517,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.517.json,1748248973.517,0.0,29.66025777382425,-85.27718421256186,122.462532874381,-127.166856822401,-90.0,119.662433284344
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.523.jpg,30779426,right,1748248973.523,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.523.json,1748248973.523,0.0,29.6707002243193,-85.33135442450495,122.45252552599,-127.1085531404703,-90.0,119.672440632735
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.523.jpg,30779426,left,1748248973.523,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.523.json,1748248973.523,0.0,29.6707002243193,-85.33135442450495,122.45252552599,-127.1085531404703,-90.0,119.672440632735
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.527.jpg,38007749,right,1748248973.527,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.527.json,1748248973.527,0.0,29.68027247060643,-85.37965075804455,122.4436059328589,-127.055688234839,-90.00021755105197,119.6817953279703
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.527.jpg,38007749,left,1748248973.527,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.527.json,1748248973.527,0.0,29.68027247060643,-85.37965075804455,122.4436059328589,-127.055688234839,-90.00021755105197,119.6817953279703
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.654.jpg,34850673,left,1748248973.654,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.654.json,1748248973.654,0.0,29.96896271658416,-86.71867748298267,122.1520875232054,-125.429929223391,-89.99978244894803,119.9563447555693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.654.jpg,34850673,right,1748248973.654,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.654.json,1748248973.654,0.0,29.96896271658416,-86.71867748298267,122.1520875232054,-125.429929223391,-89.99978244894803,119.9563447555693
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.660.jpg,30779426,left,1748248973.66,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.660.json,1748248973.66,0.0,29.98680190284653,-86.80221708694307,122.1320728264232,-125.3235467589727,-89.99956489789604,119.9746190439356
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.660.jpg,30779426,right,1748248973.66,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.660.json,1748248973.66,0.0,29.98680190284653,-86.80221708694307,122.1320728264232,-125.3235467589727,-89.99956489789604,119.9746190439356
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.665.jpg,38007749,right,1748248973.665,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.665.json,1748248973.665,0.0,30.00094272122524,-86.8733562809406,122.1151038443688,-125.2360912360767,-90.0,119.990282719678
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.665.jpg,38007749,left,1748248973.665,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.665.json,1748248973.665,0.0,30.00094272122524,-86.8733562809406,122.1151038443688,-125.2360912360767,-90.0,119.990282719678
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_left_1748248973.789.jpg,34850673,left,1748248973.789,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.789.json,1748248973.789,0.0,30.32074276763613,-88.41383528001238,121.704149907178,-123.298581567141,-90.00021755105197,120.3335782797029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/right/zed_34850673_right_1748248973.789.jpg,34850673,right,1748248973.789,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_34850673_1748248973.789.json,1748248973.789,0.0,30.32074276763613,-88.41383528001238,121.704149907178,-123.298581567141,-90.00021755105197,120.3335782797029
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_left_1748248973.798.jpg,30779426,left,1748248973.798,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.798.json,1748248973.798,0.0,30.33379583075495,-88.47366181930693,121.6863107209158,-123.2174350247524,-90.00021755105197,120.3470664449257
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/top/zed_30779426_right_1748248973.798.jpg,30779426,right,1748248973.798,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_30779426_1748248973.798.json,1748248973.798,0.0,30.33379583075495,-88.47366181930693,121.6863107209158,-123.2174350247524,-90.00021755105197,120.3470664449257
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_right_1748248973.804.jpg,38007749,right,1748248973.804,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.804.json,1748248973.804,0.0,30.35359297648515,-88.55785407642327,121.6632503094059,-123.1056137840346,-90.00043510210396,120.365775835396
/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/left/zed_38007749_left_1748248973.804.jpg,38007749,left,1748248973.804,/home/najo/NAS/DIP/datasets/Fr5_intertek_dataset/Fr5_intertek_2nd_250526/joint/joint_38007749_1748248973.804.json,1748248973.804,0.0,30.35359297648515,-88.55785407642327,121.6632503094059,-123.1056137840346,-90.00043510210396,120.365775835396
