image_path,image_timestamp,time_difference_s,joint_timestamp,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200812.349.jpg,1747200812.349,0.008299827575683594,1747200812.374,22.99,36.93,-9.05,27.58,57.67,-48.51,185.87
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200812.349.jpg,1747200812.349,0.008299827575683594,1747200812.374,22.99,36.93,-9.05,27.58,57.67,-48.51,185.87
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200812.366.jpg,1747200812.366,0.025299787521362305,1747200812.374,22.99,36.93,-9.05,27.58,57.67,-48.51,185.87
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200812.366.jpg,1747200812.366,0.025299787521362305,1747200812.374,22.99,36.93,-9.05,27.58,57.67,-48.51,185.87
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200812.706.jpg,1747200812.706,0.016299962997436523,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200812.706.jpg,1747200812.706,0.016299962997436523,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200812.723.jpg,1747200812.723,0.033299922943115234,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200812.723.jpg,1747200812.723,0.033299922943115234,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200812.735.jpg,1747200812.735,0.04529976844787598,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200812.735.jpg,1747200812.735,0.04529976844787598,1747200812.723,22.84,36.74,-9.74,27.4,58.51,-48.23,186.04
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200812.938.jpg,1747200812.938,0.0012998580932617188,1747200812.97,22.71,36.58,-10.31,27.25,59.21,-47.99,186.17
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200812.938.jpg,1747200812.938,0.0012998580932617188,1747200812.97,22.71,36.58,-10.31,27.25,59.21,-47.99,186.17
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200812.984.jpg,1747200812.984,0.047299861907958984,1747200812.97,22.71,36.58,-10.31,27.25,59.21,-47.99,186.17
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200812.984.jpg,1747200812.984,0.047299861907958984,1747200812.97,22.71,36.58,-10.31,27.25,59.21,-47.99,186.17
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200813.041.jpg,1747200813.041,0.04470014572143555,1747200813.119,22.64,36.48,-10.64,27.16,59.61,-47.85,186.23
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200813.041.jpg,1747200813.041,0.04470014572143555,1747200813.119,22.64,36.48,-10.64,27.16,59.61,-47.85,186.23
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200813.069.jpg,1747200813.069,0.016700029373168945,1747200813.119,22.64,36.48,-10.64,27.16,59.61,-47.85,186.23
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200813.069.jpg,1747200813.069,0.016700029373168945,1747200813.119,22.64,36.48,-10.64,27.16,59.61,-47.85,186.23
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200813.312.jpg,1747200813.312,0.04069995880126953,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200813.312.jpg,1747200813.312,0.04069995880126953,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200813.348.jpg,1747200813.348,0.0046999454498291016,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200813.348.jpg,1747200813.348,0.0046999454498291016,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200813.365.jpg,1747200813.365,0.01230001449584961,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200813.365.jpg,1747200813.365,0.01230001449584961,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200813.374.jpg,1747200813.374,0.021300077438354492,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200813.374.jpg,1747200813.374,0.021300077438354492,1747200813.386,22.58,36.4,-10.94,27.08,59.98,-47.72,186.28
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200813.590.jpg,1747200813.59,0.0457000732421875,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200813.590.jpg,1747200813.59,0.0457000732421875,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200813.631.jpg,1747200813.631,0.0046999454498291016,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200813.631.jpg,1747200813.631,0.0046999454498291016,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200813.679.jpg,1747200813.679,0.04329991340637207,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200813.679.jpg,1747200813.679,0.04329991340637207,1747200813.669,22.46,36.25,-11.48,26.93,60.64,-47.5,186.36
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200813.713.jpg,1747200813.713,0.022700071334838867,1747200813.769,22.39,36.16,-11.81,26.85,61.04,-47.36,186.4
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200813.713.jpg,1747200813.713,0.022700071334838867,1747200813.769,22.39,36.16,-11.81,26.85,61.04,-47.36,186.4
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200813.976.jpg,1747200813.976,0.030699968338012695,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200813.976.jpg,1747200813.976,0.030699968338012695,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200814.034.jpg,1747200814.034,0.027299880981445312,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200814.034.jpg,1747200814.034,0.027299880981445312,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200814.040.jpg,1747200814.04,0.033299922943115234,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200814.040.jpg,1747200814.04,0.033299922943115234,1747200814.04,22.33,36.08,-12.08,26.77,61.37,-47.25,186.43
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200814.309.jpg,1747200814.309,0.049700021743774414,1747200814.392,22.2,35.92,-12.65,26.62,62.06,-47.01,186.48
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200814.309.jpg,1747200814.309,0.049700021743774414,1747200814.392,22.2,35.92,-12.65,26.62,62.06,-47.01,186.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200814.352.jpg,1747200814.352,0.006700038909912109,1747200814.392,22.2,35.92,-12.65,26.62,62.06,-47.01,186.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200814.352.jpg,1747200814.352,0.006700038909912109,1747200814.392,22.2,35.92,-12.65,26.62,62.06,-47.01,186.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200814.677.jpg,1747200814.677,0.033299922943115234,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200814.677.jpg,1747200814.677,0.033299922943115234,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200814.684.jpg,1747200814.684,0.04029989242553711,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200814.684.jpg,1747200814.684,0.04029989242553711,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200814.692.jpg,1747200814.692,0.04829978942871094,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200814.692.jpg,1747200814.692,0.04829978942871094,1747200814.677,22.07,35.75,-13.25,26.46,62.79,-46.76,186.51
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200815.011.jpg,1747200815.011,0.04329991340637207,1747200815.001,21.94,35.58,-13.84,26.3,63.52,-46.51,186.52
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200815.011.jpg,1747200815.011,0.04329991340637207,1747200815.001,21.94,35.58,-13.84,26.3,63.52,-46.51,186.52
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200815.283.jpg,1747200815.283,0.02069997787475586,1747200815.337,21.79,35.39,-14.54,26.12,64.37,-46.22,186.51
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200815.283.jpg,1747200815.283,0.02069997787475586,1747200815.337,21.79,35.39,-14.54,26.12,64.37,-46.22,186.51
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200815.337.jpg,1747200815.337,0.033299922943115234,1747200815.337,21.79,35.39,-14.54,26.12,64.37,-46.22,186.51
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200815.337.jpg,1747200815.337,0.033299922943115234,1747200815.337,21.79,35.39,-14.54,26.12,64.37,-46.22,186.51
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200815.379.jpg,1747200815.379,0.046700239181518555,1747200815.459,21.72,35.29,-14.87,26.03,64.77,-46.08,186.49
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200815.379.jpg,1747200815.379,0.046700239181518555,1747200815.459,21.72,35.29,-14.87,26.03,64.77,-46.08,186.49
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200815.398.jpg,1747200815.398,0.027700185775756836,1747200815.459,21.72,35.29,-14.87,26.03,64.77,-46.08,186.49
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200815.398.jpg,1747200815.398,0.027700185775756836,1747200815.459,21.72,35.29,-14.87,26.03,64.77,-46.08,186.49
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200815.588.jpg,1747200815.588,0.04670000076293945,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200815.588.jpg,1747200815.588,0.04670000076293945,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200815.642.jpg,1747200815.642,0.007299900054931641,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200815.642.jpg,1747200815.642,0.007299900054931641,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200815.682.jpg,1747200815.682,0.047299861907958984,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200815.682.jpg,1747200815.682,0.047299861907958984,1747200815.668,21.67,35.23,-15.1,25.97,65.06,-45.98,186.48
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200815.972.jpg,1747200815.972,0.026700258255004883,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200815.972.jpg,1747200815.972,0.026700258255004883,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200815.999.jpg,1747200815.999,0.0002999305725097656,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200815.999.jpg,1747200815.999,0.0002999305725097656,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200816.018.jpg,1747200816.018,0.019299745559692383,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200816.018.jpg,1747200816.018,0.019299745559692383,1747200816.032,21.53,35.04,-15.77,25.79,65.87,-45.71,186.42
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200816.198.jpg,1747200816.198,0.005700111389160156,1747200816.237,21.43,34.92,-16.18,25.68,66.38,-45.53,186.37
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200816.198.jpg,1747200816.198,0.005700111389160156,1747200816.237,21.43,34.92,-16.18,25.68,66.38,-45.53,186.37
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200816.242.jpg,1747200816.242,0.0383000373840332,1747200816.237,21.43,34.92,-16.18,25.68,66.38,-45.53,186.37
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200816.242.jpg,1747200816.242,0.0383000373840332,1747200816.237,21.43,34.92,-16.18,25.68,66.38,-45.53,186.37
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200816.325.jpg,1747200816.325,0.013700008392333984,1747200816.372,21.37,34.84,-16.49,25.6,66.74,-45.41,186.33
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200816.325.jpg,1747200816.325,0.013700008392333984,1747200816.372,21.37,34.84,-16.49,25.6,66.74,-45.41,186.33
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200816.552.jpg,1747200816.552,0.019700050354003906,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200816.552.jpg,1747200816.552,0.019700050354003906,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200816.573.jpg,1747200816.573,0.0012998580932617188,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200816.573.jpg,1747200816.573,0.0012998580932617188,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200816.621.jpg,1747200816.621,0.04929995536804199,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200816.621.jpg,1747200816.621,0.04929995536804199,1747200816.605,21.29,34.74,-16.85,25.51,67.18,-45.26,186.27
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200816.673.jpg,1747200816.673,0.0006999969482421875,1747200816.707,21.23,34.66,-17.12,25.43,67.51,-45.15,186.22
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200816.673.jpg,1747200816.673,0.0006999969482421875,1747200816.707,21.23,34.66,-17.12,25.43,67.51,-45.15,186.22
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200816.923.jpg,1747200816.923,0.016299962997436523,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200816.923.jpg,1747200816.923,0.016299962997436523,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200816.940.jpg,1747200816.94,0.033299922943115234,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200816.940.jpg,1747200816.94,0.033299922943115234,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200816.947.jpg,1747200816.947,0.04029989242553711,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200816.947.jpg,1747200816.947,0.04029989242553711,1747200816.94,21.18,34.6,-17.35,25.37,67.8,-45.05,186.17
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200817.173.jpg,1747200817.173,0.04329991340637207,1747200817.163,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200817.173.jpg,1747200817.173,0.04329991340637207,1747200817.163,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200817.267.jpg,1747200817.267,0.03429985046386719,1747200817.266,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200817.267.jpg,1747200817.267,0.03429985046386719,1747200817.266,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200817.282.jpg,1747200817.282,0.04929995536804199,1747200817.266,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200817.282.jpg,1747200817.282,0.04929995536804199,1747200817.266,21.06,34.43,-17.93,25.22,68.5,-44.81,186.05
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200817.601.jpg,1747200817.601,0.012700080871582031,1747200817.647,20.89,34.22,-18.68,25.02,69.41,-44.49,185.86
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200817.601.jpg,1747200817.601,0.012700080871582031,1747200817.647,20.89,34.22,-18.68,25.02,69.41,-44.49,185.86
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200817.647.jpg,1747200817.647,0.033299922943115234,1747200817.647,20.89,34.22,-18.68,25.02,69.41,-44.49,185.86
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200817.647.jpg,1747200817.647,0.033299922943115234,1747200817.647,20.89,34.22,-18.68,25.02,69.41,-44.49,185.86
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200817.866.jpg,1747200817.866,0.042299747467041016,1747200817.857,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200817.866.jpg,1747200817.866,0.042299747467041016,1747200817.857,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200817.917.jpg,1747200817.917,0.015700101852416992,1747200817.966,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200817.917.jpg,1747200817.917,0.015700101852416992,1747200817.966,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200817.958.jpg,1747200817.958,0.025299787521362305,1747200817.966,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200817.958.jpg,1747200817.958,0.025299787521362305,1747200817.966,20.78,34.08,-19.19,24.88,70.04,-44.28,185.71
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200818.206.jpg,1747200818.206,0.04329991340637207,1747200818.196,20.65,33.91,-19.79,24.72,70.77,-44.03,185.52
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200818.206.jpg,1747200818.206,0.04329991340637207,1747200818.196,20.65,33.91,-19.79,24.72,70.77,-44.03,185.52
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_left_1747200818.281.jpg,1747200818.281,0.013700246810913086,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/left/zed_44377151_right_1747200818.281.jpg,1747200818.281,0.013700246810913086,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_right_1747200818.305.jpg,1747200818.305,0.010299921035766602,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/top/zed_49045152_left_1747200818.305.jpg,1747200818.305,0.010299921035766602,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200818.328.jpg,1747200818.328,0.033299922943115234,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200818.328.jpg,1747200818.328,0.033299922943115234,1747200818.328,20.63,33.89,-19.88,24.7,70.88,-43.99,185.48
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200818.494.jpg,1747200818.494,0.035700082778930664,1747200818.563,20.51,33.73,-20.42,24.56,71.53,-43.77,185.29
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_right_1747200818.494.jpg,1747200818.494,0.035700082778930664,1747200818.563,20.51,33.73,-20.42,24.56,71.53,-43.77,185.29
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_right_1747200818.575.jpg,1747200818.575,0.04530000686645508,1747200818.563,20.51,33.73,-20.42,24.56,71.53,-43.77,185.29
../dataset/Meca_insertion/Meca_1th_hand/front/zed_41182735_left_1747200818.575.jpg,1747200818.575,0.04530000686645508,1747200818.563,20.51,33.73,-20.42,24.56,71.53,-43.77,185.29
../dataset/Meca_insertion/Meca_1th_hand/right/zed_49429257_left_1747200818.817.jpg,1747200818.817,0.03770017623901367,1747200818.888,20.41,33.6,-20.9,24.43,72.12,-43.57,185.1
