image_path,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
../dataset/Meca500/image/image348.jpg,-23.734615,64.159858,-13.230146,0.0,39.070287,-452.722218
../dataset/Meca500/image/image768.jpg,-41.016485,42.60669,-10.883744,0.0,58.277053,-491.016485
../dataset/Meca500/image/image632.jpg,-46.321183,30.457821,-6.482677,0.0,66.024856,-496.321183
../dataset/Meca500/image/image434.jpg,90.0,15.902144,-6.583607,0.0,80.681463,-360.0
../dataset/Meca500/image/image284.jpg,90.0,73.234888,-38.216474,0.0,54.981586,-360.0
../dataset/Meca500/image/image555.jpg,69.615,58.14398,-30.386286,20.385,41.857307,-380.385
../dataset/Meca500/image/image899.jpg,-15.904111,62.567911,-6.737648,0.0,34.169737,-422.131384
../dataset/Meca500/image/image403.jpg,-4.215,0.155325,0.016878,85.785,4.042797,-454.215
../dataset/Meca500/image/image572.jpg,90.0,10.561889,-3.637165,0.0,83.075277,-360.0
../dataset/Meca500/image/image443.jpg,59.288078,35.733106,-9.827847,0.0,64.094741,-390.711922
../dataset/Meca500/image/image168.jpg,49.027085,46.563628,-13.231785,0.0,56.668157,-400.972915
../dataset/Meca500/image/image838.jpg,90.0,62.884392,-32.505674,0.0,59.621282,-360.0
../dataset/Meca500/image/image779.jpg,-71.522857,46.297018,-20.658346,0.0,64.361328,-521.522857
../dataset/Meca500/image/image262.jpg,-17.055,0.628485,0.068295,72.945,16.35822,-467.055
../dataset/Meca500/image/image109.jpg,-90.0,21.182397,-9.496943,0.0,78.314546,-180.0
../dataset/Meca500/image/image220.jpg,-49.595687,22.958519,-3.765969,0.0,70.80745,-499.595687
../dataset/Meca500/image/image379.jpg,-90.0,36.543132,-17.972101,0.0,71.428969,-540.0
../dataset/Meca500/image/image831.jpg,68.265,57.01643,-29.797024,21.735,41.045594,-381.735
../dataset/Meca500/image/image564.jpg,90.0,50.553802,-25.702373,0.0,65.148571,-360.0
../dataset/Meca500/image/image522.jpg,-90.0,12.691991,-4.812432,0.0,82.120441,-540.0
../dataset/Meca500/image/image764.jpg,-32.070539,63.094784,-18.30579,0.0,45.211005,-482.070539
../dataset/Meca500/image/image391.jpg,-64.215,2.366353,0.257142,25.785,61.591506,-514.215
../dataset/Meca500/image/image706.jpg,90.0,30.212829,-14.479409,0.0,74.26658,-360.0
../dataset/Meca500/image/image507.jpg,-82.311589,63.155828,-31.533878,0.0,58.37805,-532.311589
../dataset/Meca500/image/image421.jpg,84.285,70.396686,-36.789602,5.715,50.677916,-365.715
../dataset/Meca500/image/image105.jpg,-90.0,42.183402,-21.084074,0.0,68.900672,-180.0
../dataset/Meca500/image/image224.jpg,-60.753321,29.468205,-9.802166,0.0,70.333961,-510.753321
../dataset/Meca500/image/image543.jpg,8.625,7.20379,-3.764731,81.375,5.185941,-441.375
../dataset/Meca500/image/image236.jpg,-90.0,60.874296,-31.39662,0.0,60.522324,-540.0
../dataset/Meca500/image/image547.jpg,28.605,23.891525,-12.485811,61.395,17.199285,-421.395
../dataset/Meca500/image/image906.jpg,-37.886059,49.776023,-13.480916,0.0,53.704893,-487.886059
../dataset/Meca500/image/image576.jpg,78.388876,15.572133,-3.49143,0.0,77.919297,-371.611124
../dataset/Meca500/image/image368.jpg,-79.528019,58.806135,-28.727913,0.0,59.921778,-529.528019
../dataset/Meca500/image/image623.jpg,-23.018098,64.01419,-12.636061,0.0,38.621871,-449.923057
../dataset/Meca500/image/image590.jpg,40.112722,44.676498,-11.633555,0.0,56.957057,-409.887278
../dataset/Meca500/image/image608.jpg,0.0,11.323968,1.230771,15.199325,4.621702,-375.199325
../dataset/Meca500/image/image604.jpg,9.673415,3.037574,-0.260749,15.318658,13.827866,-382.249934
../dataset/Meca500/image/image824.jpg,33.765,28.201271,-14.738102,56.235,20.301831,-416.235
../dataset/Meca500/image/image382.jpg,-90.0,22.022437,-9.960428,0.0,77.937991,-540.0
../dataset/Meca500/image/image935.jpg,-90.0,23.702518,-10.887399,0.0,77.184881,-540.0
../dataset/Meca500/image/image56.jpg,25.990741,8.16142,-0.700586,9.472744,37.15301,-28.095848
../dataset/Meca500/image/image349.jpg,-28.008125,65.028666,-16.773437,0.0,41.744771,-469.417216
../dataset/Meca500/image/image727.jpg,37.637197,50.34597,-13.687386,0.0,53.341416,-412.362803
../dataset/Meca500/image/image716.jpg,68.127882,26.402656,-6.895368,0.0,70.492713,-381.872118
../dataset/Meca500/image/image227.jpg,-70.678187,44.977111,-19.806881,0.0,64.82977,-520.678187
../dataset/Meca500/image/image337.jpg,0.0,31.152161,3.385842,8.922066,12.714272,-368.922066
../dataset/Meca500/image/image303.jpg,66.223487,28.412753,-7.527124,0.0,69.114372,-383.776513
../dataset/Meca500/image/image880.jpg,15.01254,4.714127,-0.404666,13.405841,21.45999,-384.162751
../dataset/Meca500/image/image557.jpg,79.605,66.487847,-34.746826,10.395,47.863979,-370.395
../dataset/Meca500/image/image524.jpg,-88.8711,3.278842,0.353722,1.1289,85.238536,-538.8711
../dataset/Meca500/image/image42.jpg,31.287887,65.122435,-19.049975,0.0,43.92754,-58.712113
../dataset/Meca500/image/image960.jpg,12.105,10.110362,-5.283718,77.895,7.278355,-437.895
../dataset/Meca500/image/image184.jpg,41.168254,12.927351,-1.109699,4.035185,58.848824,-393.533407
../dataset/Meca500/image/image400.jpg,-18.705,0.689288,0.074902,71.295,17.94081,-468.705
../dataset/Meca500/image/image948.jpg,-47.385,1.746159,0.189748,42.615,45.449093,-497.385
../dataset/Meca500/image/image261.jpg,-22.035,0.812,0.088237,67.965,21.134763,-472.035
../dataset/Meca500/image/image533.jpg,-42.885,1.580332,0.171728,47.115,41.13294,-492.885
../dataset/Meca500/image/image795.jpg,-90.0,23.042486,-10.523232,0.0,77.480746,-540.0
../dataset/Meca500/image/image536.jpg,-26.895,0.991093,0.107698,63.105,25.796209,-476.895
../dataset/Meca500/image/image924.jpg,-88.051501,72.125195,-37.31997,0.0,55.194775,-538.051501
../dataset/Meca500/image/image794.jpg,-90.0,28.022724,-13.271037,0.0,75.248313,-540.0
../dataset/Meca500/image/image851.jpg,84.386298,9.241828,-1.501871,0.0,82.260043,-365.613702
../dataset/Meca500/image/image525.jpg,-83.895,3.09157,0.335948,6.105,80.467482,-533.895
../dataset/Meca500/image/image333.jpg,0.0,11.653938,1.266634,15.094863,4.756374,-375.094863
../dataset/Meca500/image/image401.jpg,-13.725,0.505773,0.05496,76.275,13.164267,-463.725
../dataset/Meca500/image/image493.jpg,-41.815464,40.776861,-10.220867,0.0,59.444006,-491.815464
../dataset/Meca500/image/image178.jpg,44.251696,35.19738,-8.199636,0.0,63.002256,-405.748304
../dataset/Meca500/image/image991.jpg,85.011622,8.581796,-1.294429,0.0,82.712632,-364.988378
../dataset/Meca500/image/image145.jpg,85.125,71.098273,-37.156254,-4.875,51.182981,-355.125
../dataset/Meca500/image/image319.jpg,49.634981,22.868527,-3.733368,0.0,70.864841,-400.365019
../dataset/Meca500/image/image749.jpg,0.0,23.172889,2.518597,11.448164,9.457655,-371.448164
../dataset/Meca500/image/image666.jpg,-64.065,2.360825,0.256541,25.935,61.447634,-514.065
../dataset/Meca500/image/image527.jpg,-73.395,2.70464,0.293902,16.605,70.396458,-523.395
../dataset/Meca500/image/image841.jpg,90.0,47.883675,-24.229152,0.0,66.345477,-360.0
../dataset/Meca500/image/image492.jpg,-39.628095,45.786395,-12.035628,0.0,56.249233,-489.628095
../dataset/Meca500/image/image131.jpg,9.615,8.03066,-4.196856,-80.385,5.781197,-279.615
../dataset/Meca500/image/image192.jpg,1.157846,0.366614,-0.03088,18.36852,1.656347,-379.19815
../dataset/Meca500/image/image14.jpg,75.795,63.305652,-33.083798,0.002721,45.573146,-0.002721
../dataset/Meca500/image/image780.jpg,-75.05511,51.816628,-24.219018,0.0,62.40239,-525.05511
../dataset/Meca500/image/image979.jpg,90.0,57.574138,-29.575785,0.0,62.001647,-360.0
../dataset/Meca500/image/image721.jpg,44.905633,50.913838,-14.599018,0.0,53.68518,-405.094367
../dataset/Meca500/image/image502.jpg,-66.301264,38.137594,-15.394744,0.0,67.25715,-516.301264
../dataset/Meca500/image/image398.jpg,-28.725,1.05853,0.115026,61.275,27.551444,-478.725
../dataset/Meca500/image/image568.jpg,90.0,30.572846,-14.678046,0.0,74.105199,-360.0
../dataset/Meca500/image/image72.jpg,-0.589663,59.408193,5.954976,0.014651,24.566634,-2.318241
../dataset/Meca500/image/image102.jpg,-90.0,58.684191,-30.188248,0.0,61.504056,-180.0
../dataset/Meca500/image/image89.jpg,-56.702748,23.138652,-5.719004,0.0,72.580352,-146.702748
../dataset/Meca500/image/image75.jpg,-13.780151,62.136108,-4.976611,0.0,32.840503,-53.83387
../dataset/Meca500/image/image514.jpg,-90.0,51.693857,-26.331388,0.0,64.637532,-540.0
../dataset/Meca500/image/image20.jpg,90.0,58.384177,-30.022717,0.0,61.63854,0.0
../dataset/Meca500/image/image872.jpg,51.534194,18.518932,-2.157678,0.0,73.638746,-398.465806
../dataset/Meca500/image/image956.jpg,-7.395,0.272509,0.029612,82.605,7.092878,-457.395
../dataset/Meca500/image/image813.jpg,-21.225,0.782151,0.084993,68.775,20.357856,-471.225
../dataset/Meca500/image/image700.jpg,90.0,60.724289,-31.313855,0.0,60.589566,-360.0
../dataset/Meca500/image/image709.jpg,90.0,15.722136,-6.484289,0.0,80.762153,-360.0
../dataset/Meca500/image/image260.jpg,-27.045,0.996621,0.108299,62.955,25.940081,-477.045
../dataset/Meca500/image/image864.jpg,34.50677,57.515303,-16.284559,0.0,48.769256,-415.49323
../dataset/Meca500/image/image283.jpg,86.955,72.626729,-37.955032,3.045,52.283303,-363.045
../dataset/Meca500/image/image356.jpg,-44.945891,33.607528,-7.623694,0.0,64.016166,-494.945891
../dataset/Meca500/image/image541.jpg,-1.395,0.05148,0.00555,88.604832,1.338139,-451.395
../dataset/Meca500/image/image426.jpg,90.0,55.894058,-28.648815,0.0,62.754757,-360.0
../dataset/Meca500/image/image710.jpg,90.0,10.711896,-3.719931,0.0,83.008035,-360.0
../dataset/Meca500/image/image669.jpg,-49.065,1.808068,0.196475,40.935,47.060457,-499.065
../dataset/Meca500/image/image41.jpg,36.06583,60.244288,-17.531497,0.0,47.287208,-53.93417
../dataset/Meca500/image/image699.jpg,90.0,65.734529,-34.078213,0.0,58.343684,-360.0
../dataset/Meca500/image/image156.jpg,90.0,20.552367,-9.149329,0.0,78.596962,-360.0
../dataset/Meca500/image/image818.jpg,3.765,3.144611,-1.643387,86.235,2.263776,-446.235
../dataset/Meca500/image/image209.jpg,-20.894138,63.582387,-10.875024,0.0,37.292637,-441.625543
../dataset/Meca500/image/image874.jpg,44.497708,13.972841,-1.199445,2.842361,63.608183,-394.726231
../dataset/Meca500/image/image412.jpg,39.795,33.23766,-17.37014,50.205,23.92748,-410.205
../dataset/Meca500/image/image204.jpg,-0.206894,59.119129,6.24938,0.081528,24.240869,-360.889786
../dataset/Meca500/image/image38.jpg,51.215718,44.253517,-12.505738,0.0,58.252221,-38.784282
../dataset/Meca500/image/image937.jpg,-90.0,13.712039,-5.375235,0.0,81.663196,-540.0
../dataset/Meca500/image/image469.jpg,1.01381,0.327324,-0.026352,18.418243,1.452875,-379.144666
../dataset/Meca500/image/image980.jpg,90.0,52.563898,-26.811427,0.0,64.247528,-360.0
../dataset/Meca500/image/image483.jpg,-9.097203,61.184062,-1.093843,0.0,29.909781,-395.539352
../dataset/Meca500/image/image416.jpg,59.775,49.925395,-26.09122,30.225,35.940825,-390.225
../dataset/Meca500/image/image988.jpg,90.0,13.052008,-5.011068,0.0,81.95906,-360.0
../dataset/Meca500/image/image883.jpg,0.257508,0.323389,0.019419,18.61526,0.467084,-378.799772
../dataset/Meca500/image/image163.jpg,72.704115,21.572423,-5.377269,0.0,73.804846,-377.295885
../dataset/Meca500/image/image378.jpg,-90.0,41.043347,-20.455058,0.0,69.411711,-540.0
../dataset/Meca500/image/image733.jpg,50.735215,20.348762,-2.820555,0.0,72.471793,-399.264785
../dataset/Meca500/image/image487.jpg,-26.140064,64.648888,-15.224573,0.0,40.575685,-462.119403
../dataset/Meca500/image/image101.jpg,-90.0,63.694431,-32.952606,0.0,59.258175,-180.0
../dataset/Meca500/image/image242.jpg,-90.0,30.872861,-14.843576,0.0,73.970715,-540.0
../dataset/Meca500/image/image959.jpg,7.125,5.950957,-3.109995,82.875,4.284038,-442.875
../dataset/Meca500/image/image814.jpg,-16.215,0.59753,0.064931,73.785,15.552539,-466.215
../dataset/Meca500/image/image383.jpg,-90.0,17.522222,-7.477472,0.0,79.95525,-540.0
../dataset/Meca500/image/image645.jpg,-85.709463,68.465453,-34.95909,0.0,56.493636,-535.709463
../dataset/Meca500/image/image826.jpg,44.265,36.971102,-19.321252,45.735,26.61515,-405.735
../dataset/Meca500/image/image992.jpg,80.293271,13.562036,-2.859674,0.0,79.297638,-369.706729
../dataset/Meca500/image/image678.jpg,-4.545,0.167485,0.0182,85.455,4.359315,-454.545
../dataset/Meca500/image/image355.jpg,-42.758522,38.617062,-9.438455,0.0,60.821393,-492.758522
../dataset/Meca500/image/image518.jpg,-90.0,31.712901,-15.307061,0.0,73.594161,-540.0
../dataset/Meca500/image/image141.jpg,63.615,53.132648,-27.767343,-26.385,38.249696,-333.615
../dataset/Meca500/image/image640.jpg,-69.718335,43.477217,-18.839307,0.0,65.36209,-519.718335
../dataset/Meca500/image/image484.jpg,-13.780151,62.136108,-4.976611,0.0,32.840503,-413.83387
../dataset/Meca500/image/image367.jpg,-76.322115,53.796488,-25.496216,0.0,61.699728,-526.322115
../dataset/Meca500/image/image208.jpg,-17.055656,62.802021,-7.692427,0.0,34.890406,-426.630036
../dataset/Meca500/image/image480.jpg,0.0,55.479945,6.029961,1.220314,22.643279,-361.220314
../dataset/Meca500/image/image729.jpg,41.998837,40.3569,-10.068731,0.0,59.711831,-408.001163
../dataset/Meca500/image/image370.jpg,-85.920631,68.79543,-35.171956,0.0,56.376526,-535.920631
../dataset/Meca500/image/image804.jpg,-65.205,2.402835,0.261106,24.795,62.541059,-515.205
../dataset/Meca500/image/image748.jpg,0.0,18.163345,1.974123,13.034098,7.413088,-373.034098
../dataset/Meca500/image/image110.jpg,-90.0,15.692134,-6.467736,0.0,80.775602,-180.0
../dataset/Meca500/image/image633.jpg,-48.731218,24.938335,-4.48318,0.0,69.544845,-498.731218
../dataset/Meca500/image/image697.jpg,89.726856,74.713689,-39.039038,0.273144,54.052205,-360.273144
../dataset/Meca500/image/image174.jpg,35.737984,54.695566,-15.263077,0.0,50.567511,-414.262016
../dataset/Meca500/image/image181.jpg,50.591136,20.678731,-2.94009,0.0,72.261359,-399.408864
../dataset/Meca500/image/image232.jpg,-86.669315,69.965347,-35.926664,0.0,55.961316,-536.669315
../dataset/Meca500/image/image711.jpg,90.0,5.731658,-0.972125,0.0,85.240468,-360.0
../dataset/Meca500/image/image130.jpg,4.125,3.445291,-1.800523,-85.875,2.480233,-274.125
../dataset/Meca500/image/image238.jpg,-90.0,50.373794,-25.603055,0.0,65.229261,-540.0
../dataset/Meca500/image/image519.jpg,-90.0,27.212685,-12.824105,0.0,75.611419,-540.0
../dataset/Meca500/image/image402.jpg,-9.225,0.339946,0.03694,80.775,8.848114,-459.225
../dataset/Meca500/image/image360.jpg,-54.264725,19.328921,-3.261366,0.0,73.932445,-504.264725
../dataset/Meca500/image/image783.jpg,-84.653627,66.81557,-33.894758,0.0,57.079189,-534.653627
../dataset/Meca500/image/image718.jpg,58.662755,36.393138,-10.035289,0.0,63.642152,-391.337245
../dataset/Meca500/image/image408.jpg,20.295,16.950831,-8.858575,69.705,12.202744,-429.705
../dataset/Meca500/image/image138.jpg,47.115,39.351485,-20.56525,-42.885,28.328765,-317.115
../dataset/Meca500/image/image596.jpg,49.656863,15.592881,-1.338511,0.99402,70.983045,-396.574572
../dataset/Meca500/image/image63.jpg,0.0,12.013905,1.305758,14.980903,4.903289,-14.980903
../dataset/Meca500/image/image363.jpg,-63.536891,33.817898,-12.608131,0.0,68.790232,-513.536891
../dataset/Meca500/image/image40.jpg,41.267386,54.754023,-15.805955,0.0,51.051931,-48.732614
../dataset/Meca500/image/image478.jpg,0.0,45.490855,4.944275,4.382686,18.566387,-364.382686
../dataset/Meca500/image/image810.jpg,-35.715,1.316114,0.143017,54.285,34.255869,-485.715
../dataset/Meca500/image/image605.jpg,4.664236,1.464629,-0.125725,17.113267,6.66739,-380.455325
../dataset/Meca500/image/image278.jpg,61.935,51.729475,-27.034039,28.065,37.239565,-388.065
../dataset/Meca500/image/image449.jpg,31.30331,64.911948,-18.96654,0.0,44.054593,-418.69669
../dataset/Meca500/image/image752.jpg,0.0,37.661568,4.093331,6.861301,15.370985,-366.861301
../dataset/Meca500/image/image485.jpg,-18.053661,63.004916,-8.519902,0.0,35.514986,-430.528868
../dataset/Meca500/image/image425.jpg,90.0,60.904298,-31.413173,0.0,60.508875,-360.0
../dataset/Meca500/image/image259.jpg,-32.055,1.181242,0.128361,57.945,30.745398,-482.055
../dataset/Meca500/image/image282.jpg,81.945,68.442267,-35.768214,8.055,49.270947,-368.055
../dataset/Meca500/image/image890.jpg,0.0,34.001902,3.695572,8.019888,13.877349,-368.019888
../dataset/Meca500/image/image255.jpg,-51.555,1.899826,0.206446,38.445,49.448728,-501.555
../dataset/Meca500/image/image701.jpg,90.0,55.714049,-28.549496,0.0,62.835447,-360.0
../dataset/Meca500/image/image263.jpg,-11.535,0.42507,0.046191,78.465,11.063739,-461.535
../dataset/Meca500/image/image190.jpg,11.65309,3.659217,-0.314112,14.609411,16.657755,-382.959181
../dataset/Meca500/image/image722.jpg,40.187281,55.894078,-16.164264,0.0,50.270186,-409.812719
../dataset/Meca500/image/image16.jpg,85.785,71.649519,-37.444338,0.000807,51.579818,-0.000807
../dataset/Meca500/image/image642.jpg,-76.110947,53.466512,-25.28335,0.0,61.816838,-526.110947
../dataset/Meca500/image/image357.jpg,-46.910593,29.107947,-5.993669,0.0,66.885723,-496.910593
../dataset/Meca500/image/image59.jpg,10.003361,3.141181,-0.269643,15.20045,14.299514,-22.368142
../dataset/Meca500/image/image659.jpg,-90.0,11.371928,-4.084098,0.0,82.71217,-540.0
../dataset/Meca500/image/image900.jpg,-20.177622,63.436719,-10.280939,0.0,36.84422,-438.826382
../dataset/Meca500/image/image677.jpg,-9.555,0.352106,0.038262,80.445,9.164632,-459.555
../dataset/Meca500/image/image997.jpg,57.071022,38.073219,-10.563324,0.0,62.490105,-392.928978
../dataset/Meca500/image/image641.jpg,-72.92424,48.486863,-22.071004,0.0,63.584141,-522.92424
../dataset/Meca500/image/image829.jpg,58.785,49.098525,-25.659094,31.215,35.345569,-391.215
../dataset/Meca500/image/image612.jpg,0.0,31.332145,3.405404,8.865086,12.787729,-368.865086
../dataset/Meca500/image/image448.jpg,35.127844,61.234336,-17.84266,0.0,46.608324,-414.872156
../dataset/Meca500/image/image941.jpg,-80.895,2.981019,0.323935,9.105,77.590047,-530.895
../dataset/Meca500/image/image10.jpg,54.795,45.76599,-23.917497,0.006744,32.946508,-0.006744
../dataset/Meca500/image/image439.jpg,78.218333,15.752142,-3.548005,0.0,77.795863,-371.781667
../dataset/Meca500/image/image982.jpg,90.0,42.063396,-21.017861,0.0,68.954465,-360.0
../dataset/Meca500/image/image943.jpg,-71.385,2.630571,0.285853,18.615,68.468576,-521.385
../dataset/Meca500/image/image380.jpg,-90.0,32.042917,-15.489145,0.0,73.446228,-540.0
../dataset/Meca500/image/image114.jpg,-81.885,3.017501,0.327899,-8.115,78.5396,-188.115
